job_number,job_type,job_description,bldg_type,occ_init,occ_prop,occ_category,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_complete,units_incomplete,co_earliest_effectivedate,co_latest_effectivedate,co_latest_certtype,co_latest_units,status,status_date,status_a,status_d,status_p,status_q,status_r,status_x,address_house,address_street,address,bin,bbl,boro,geo_address_house,geo_address_street,geo_address,geo_bin,geo_bbl,geo_boro,geo_cd,geo_ntacode2010,geo_censusblock2010,geo_csd,geo_council,x_dcpedited,x_mixeduse,x_inactive,x_outlier,x_geomsource,x_reason,latitude,longitude,geom
220291609,Alteration,APPLICATION FILED FOR THE CHANGE OF USE TO A PHYSICAL CULTURAL ESTABLISHMENT (GYM),OTHERS,Commercial,Assembly: Other,Other,2,2,24700,25806,,,,,,,,,,Permit issued,05/14/2014 12:00:00 AM,05/28/2013,05/28/2013,05/08/2014,2014-05-14,05/14/2014,,1024,SOUTHERN BLVD,1024 SOUTHERN BLVD,2006017,2027430006,Bronx,,SOUTHERN BOULEVARD,,,,,202,BX27,119,08,17,,,false,,BBL DOB,,40.8237300961354,-73.8912685728117,0101000020E6100000710B578B0A7952C0FAD0DFFC6F694440
520100382,Alteration,"ALTERATION TYPE-1 APPLICATION FOR CHANGE OF THE EXISTING CERTIFICATES OF OCCUPANCY FOR ZONING LOT DESCRIPTION, TAX LOT NUMBER AND ADDRESS, WHERE APPLICABLE, ONLY. NO CHANGE OF USE OR WORK TO BE PERFORMED. FORMERLY 304B PROSPECT AVE. BLOCK: 97, LOT: 1. NB 1811/72, CO # 52043 ISSUED 5/25/77.",OTHERS,Assembly: Other,Assembly: Other,Other,1,1,1234,1234,,,,,,,,,,In progress,05/31/2012 12:00:00 AM,05/23/2012,05/23/2012,05/31/2012,,,,327,BRIGHTON AVENUE,327 BRIGHTON AVENUE,5158777,5001000080,Staten Island,,BRIGHTON AVENUE,,5000000,5001000080,5,501,SI35,67,31,49,,,true,,BBL geosupport,,40.6353982483456,-74.0978075858742,0101000020E61000005BA8BF7A428652C03D4AD4BA54514440
421522114,New Building,7764- HEREWITH FILING FOR NEW BUILDING,OTHERS,Empty Lot,Assembly: Other,Other,0,1,0,1387,0,0,0,0,,,,,,In progress (last plan disapproved),10/12/2017 12:00:00 AM,10/05/2017,10/06/2017,,,,,103-22,VAN WYCK EXPRESSWAY,103-22 VAN WYCK EXPRESSWAY,4617618,4095890018,Queens,,VAN WYCK EXPRESSWAY SR WEST,,4000000,4095890018,4,410,QN55,15801,28,28,,,false,,BBL geosupport,,40.6909844147046,-73.8108094435521,0101000020E610000008D64A4DE47352C0D399632D72584440
402526940,Alteration,"Propose to change Catering Establishment  to Food Store, change occupanc U.G. 9 to  U.G. 6. SEE COMMENTS",OTHERS,Assembly: Other,Retail,Other,0,2,0,0,,2,,,0,2010-08-09,2010-08-09,C- CO,2,Complete,08/09/2010 12:00:00 AM,01/17/2007,01/25/2007,03/19/2007,2007-03-23,08/06/2007,08/09/2010,90-02,43 AVENUE,90-02 43 AVENUE,4039488,4015830069,Queens,,43 AVENUE,,4000000,4015830069,4,404,QN29,471,24,25,,,false,,BBL geosupport,,40.7428054806858,-73.8754208397742,0101000020E61000004D4421E5067852C0E96AFF3F145F4440
510060791,New Building,HEREWITH FILING CONSTRUCTION OF ANEW ONE STORY COMFORT STATION AT CLOVE LAKES PARK,OTHERS,Empty Lot,Assembly: Other,Other,0,1,0,966,0,0,0,0,0,2017-01-26,2017-01-26,C- CO,0,Complete,01/26/2017 12:00:00 AM,11/21/2008,11/21/2008,06/04/2009,2009-06-16,07/14/2009,01/26/2017,1210,CLOVE ROAD,1210 CLOVE ROAD,5804319,5003280045,Staten Island,,CLOVE ROAD,,5000000,5003280045,5,501,SI07,147,31,49,,,false,,BBL geosupport,,40.6166184246832,-74.104492664353,0101000020E61000005D040002B08652C00D10405AED4E4440
220460720,Alteration,SUBMITTING FOR AN UPDATED PUBLIC ASSEMBLY FOR EXISTING USE OF AGING FACILITY,OTHERS,Assembly: Other,Assembly: Other,Other,1,1,3675,3675,0,0,0,0,,,,,,In progress,06/03/2015 12:00:00 AM,05/28/2015,05/28/2015,06/03/2015,,,,236,EAST TREMONT,236 EAST TREMONT,2007599,2028040021,Bronx,,,,,,,,,,,,,,false,,BBL DOB,,40.8486651403558,-73.9045887784478,0101000020E6100000C6F054C8E47952C0AD8A2F0FA16C4440
420249573,Alteration,DRAWINGS ARE FILED IN ORDER TO CONVERT AN EXISTING CHURCH FELLOWSHIP HALL ON THE SECOND FLOOR INTO A DAYCARE FACILITY.  MINOR PLUMBING WORK (INSTALLATION OF NEW SINK ONLY).,OTHERS,Assembly: Other,Educational,Other,2,2,4025,4025,,,,,,,,,,In progress,12/29/2011 12:00:00 AM,09/13/2010,09/13/2010,12/29/2011,,,,114-12,VAN WYCK EXPRESSWAY,114-12 VAN WYCK EXPRESSWAY,4251940,4116610011,Queens,,VAN WYCK EXPRESSWAY SR WEST,,4251940,4116610011,4,410,QN55,174,27,28,,,true,,BBL geosupport,,40.6822140214142,-73.8062492504738,0101000020E610000066CD7496997352C0606CFFC952574440
520052120,Alteration,FILING EXISTING COMMUNITY CENTER PREVIOUSLY SUBMITTED AND APPROVED UNDER DOB APPLICATION #NB 5355/74 FOR THE PURPOSE OF COMPLETING INSPECTIONS/SIGNOFFS AND SECURING FINAL CERTIFICATE OF OCCUPANCY.(NO NEW WORK).,OTHERS,Assembly: Other,Assembly: Other,Other,2,2,10382,10382,1,,,,,2011-05-05,2012-02-23,C- CO,0,Complete,02/23/2012 12:00:00 AM,11/05/2010,11/05/2010,02/03/2011,2011-02-03,02/03/2011,02/23/2012,64,WINDHAM LOOP,64 WINDHAM LOOP,5040075,5024507501,Staten Island,,WINDHAM LOOP,,,,,502,SI24,27702,31,51,,,false,,BBL DOB,,40.5788039921054,-74.1626531721583,0101000020E6100000ABC0D9E8688A52C08871CC3F164A4440
321363074,Demolition,FILED HEREWITH A FULL DEMOLITION OF A 2-STORY STRUCTURE USING HANDHELD DEVICES AND ERECT A TEMPORARY CONSTRUCTION FENCE,OTHERS,Assembly: Other,Empty Lot,Other,2,0,0,0,0,0,0,0,,,,,,In progress,04/05/2016 12:00:00 AM,04/05/2016,04/05/2016,04/05/2016,,,,1660,EASTERN PARKWAY,1660 EASTERN PARKWAY,3039363,3014650016,Brooklyn,1658,EASTERN PARKWAY,1658 EASTERN PARKWAY,3039363,3014650016,3,316,BK79,363,23,41,,,false,,BBL DOB,,40.6719437598771,-73.9131988938144,0101000020E61000004AEBC5D9717A52C02CB6CC4002564440
321262664,Alteration,HEREWITH FILING FOR THE 2ND FLOOR ADDITION.,OTHERS,Assembly: Other,Assembly: Other,Other,1,2,11132,1306,,,,,,,,,,Permit issued,03/31/2017 12:00:00 AM,10/26/2015,10/26/2015,01/15/2016,2016-02-19,08/26/2016,,337,HAWTHORNE STREET,337 HAWTHORNE STREET,3320601,3048140071,Brooklyn,337,HAWTHORNE STREET,337 HAWTHORNE STREET,3320601,3048140071,3,309,BK60,804,17,40,,,false,,BBL geosupport,,40.6582204629305,-73.9491177219003,0101000020E610000067E74158BE7C52C016EC709140544440
421188173,New Building,NEW HOUSE OF WORSHIP AND SCHOOL,OTHERS,Empty Lot,Assembly: Other,Other,0,3,0,11937,0,,,,,,,,,Permit issued,03/28/2018 12:00:00 AM,07/30/2015,07/30/2015,09/02/2016,2017-07-05,,,88-49,179TH PLACE,88-49 179TH PLACE,4597864,4099150009,Queens,88-49,179 PLACE,88-49 179 PLACE,4000000,4099150009,4,412,QN61,468,29,27,,,false,,BBL geosupport,,40.7114488215651,-73.7826507687495,0101000020E6100000F9FD3FF3167252C02BB346C1105B4440
121191922,Alteration,APPLICATION BEING FILED TO ENLARGE EXISTING 1 STORY COMMERCIAL BUILDING INTO A 6 STORY MIXED USE BUILDING.,OTHERS,Assembly: Other,Residential: Multi-Family,Residential,1,6,1767,6943,0,4,4,0,,,,,,In progress,08/11/2015 12:00:00 AM,10/29/2014,10/31/2014,08/11/2015,,,,148,ATTORNEY STREET,148 ATTORNEY STREET,1004126,1003450001,Manhattan,148,ATTORNEY STREET,148 ATTORNEY STREET,1004126,1003450001,1,103,MN28,2201,01,02,,true,false,,BBL geosupport,,40.7202018634887,-73.9833454588927,0101000020E610000053A7CA21EF7E52C0DF191D932F5C4440
420256270,New Building,SEE SECTION 24,OTHERS,Empty Lot,Assembly: Other,Other,0,2,0,21433,0,0,0,0,0,2016-10-07,2017-06-27,C- CO,0,Complete,06/27/2017 12:00:00 AM,09/27/2010,09/27/2010,06/06/2014,2014-06-17,12/10/2014,06/27/2017,145-15,33RD AVENUE,145-15 33RD AVENUE,4541527,4047890078,Queens,145-15,33 AVENUE,145-15 33 AVENUE,4541527,4047890081,4,407,QN51,1159,25,20,,,false,,BBL geosupport,,40.7687664494405,-73.8225410601793,0101000020E610000097454283A47452C0F14D63F066624440
320308564,Demolition,HOUSE DEMO,OTHERS,Assembly: Other,Empty Lot,Other,2,0,0,0,,0,,,,,,,,Complete (demolition),07/13/2011 12:00:00 AM,05/16/2011,05/16/2011,05/16/2011,2011-06-20,06/20/2011,07/13/2011,19,COVERT STREET,19 COVERT STREET,3078991,3034140062,Brooklyn,19,COVERT STREET,19 COVERT STREET,3398413,3034140063,3,304,BK78,401,32,37,,,false,,BBL geosupport,,40.685460282443,-73.9134953631095,0101000020E6100000976641B5767A52C057E69B29BD574440
420515400,Alteration,OBTAIN NEW CO DUE TO THE CHANGE OF METES AND BOUNDS.,OTHERS,Assembly: Other,Assembly: Other,Other,3,3,18891,18891,,,,,,,,,,In progress (last plan disapproved),02/10/2012 12:00:00 AM,12/16/2011,12/16/2011,,,,,42-15,UNION ST,42-15 UNION ST,4438162,4051810017,Queens,42-15,UNION STREET,42-15 UNION STREET,4438162,4051810017,4,407,QN22,857,25,20,,,true,,BBL geosupport,,40.757506375265,-73.8245544659766,0101000020E6100000F8481880C57452C023230AF8F5604440
120492305,Demolition,FULL DEMOLITION OF FOUR STORY BRICK STRUCTURE,OTHERS,Assembly: Other,Empty Lot,Other,4,0,0,0,2,0,-2,-2,0,,,,,Complete (demolition),03/23/2011 12:00:00 AM,10/06/2010,10/06/2010,10/06/2010,2010-11-19,11/19/2010,03/23/2011,617,W 130TH STREET,617 W 130TH STREET,1081799,1019970018,Manhattan,601,WEST 130 STREET,601 WEST 130 STREET,1000000,1019970001,1,109,MN06,219,05,07,,,false,,BBL geosupport,,40.8178602071626,-73.9586138284725,0101000020E610000016B2D0ED597D52C0483BADA4AF684440
510036382,Alteration,DEMOLITION AND CONSTRUCTION OF NON-BEARING PARTITIONS AS PART OF RENOVATION OF EXISTING BOILER PLANT INTO COMMUNITY CENTER.,OTHERS,"Industrial, Storage & Utilities",Assembly: Other,Other,2,2,6000,6000,,,,,,2010-06-11,2013-07-24,C- CO,0,Complete,07/24/2013 12:00:00 AM,05/05/2008,05/08/2008,07/31/2008,2008-08-05,04/28/2009,07/24/2013,70,NORTH BURGHER AVENUE,70 NORTH BURGHER AVENUE,5157885,5001690001,Staten Island,70,NORTH BURGHER AVENUE,70 NORTH BURGHER AVENUE,5132994,5001690001,5,501,SI22,97,31,49,,,false,,BBL geosupport,,40.6394420916898,-74.1164221113691,0101000020E61000002437BA75738752C030BF0B3DD9514440
122223076,Alteration,APPLICATION FOR INCREASE IN NUMBER OF OCCUPANTS AND CONSTRUCTION OF A 2 HOUR DEMISING FIRE RATED PARTITION FOR CREATION OF AREA OF REFUGE USING EXIT REDUCTION COMPUTATION.,OTHERS,Assembly: Other,Assembly: Other,Other,51,51,1,1,,,,,,2015-08-11,2018-11-07,T- TCO,0,Complete,03/27/2015 12:00:00 AM,12/16/2014,12/16/2014,01/21/2015,2015-03-27,03/27/2015,,1221,AVENUE OF THE AMERICAS,1221 AVENUE OF THE AMERICAS,1022693,1010010029,Manhattan,1221,AVENUE OF THE AMERICAS,1221 AVENUE OF THE AMERICAS,1022693,1010010029,1,105,MN17,125,02,04,,,false,,BBL geosupport,,40.7593830987838,-73.9820644327979,0101000020E61000009F5BC724DA7E52C0AC34237733614440
420845296,Demolition,BUILDING DEMOLITION.  MECHANICAL DEMOLITION PLANS TO BE PREPARED BY LICENSED ENGINEER AND SUBMITTED TO THE NYC BEST SQUAD FOR REVIEW AND APPROVAL OF ALL MEANS AND METHODS OF DEMOLITION.,OTHERS,Assembly: Other,Empty Lot,Other,1,0,0,0,0,0,0,0,0,,,,,Complete (demolition),09/10/2013 12:00:00 AM,05/16/2013,05/16/2013,05/16/2013,2013-06-20,06/20/2013,09/10/2013,69-15,49 AVENUE,69-15 49 AVENUE,4444880,4024340046,Queens,69-15,49 AVENUE,69-15 49 AVENUE,4444880,4024340001,4,402,QN50,489,24,30,,,false,,BBL geosupport,,40.7378781228261,-73.8954192207876,0101000020E6100000845F6B8C4E7952C06EFC52CA725E4440
420779152,Alteration,"INTERIOR ALTERATION BY REMOVING EXISTING WOOD COLUMN, INSTALLING NEW STEEL FRAMES AND FOOTING, ADDING KITCHEN, TWO TOILETS AND ENTRY WAY. CHANGE IN OCCUPANCY FOR SEATING OF 225 PEOPLE.",OTHERS,Commercial,Assembly: Other,Other,2,2,4975,6250,,,,,,2014-10-14,2014-10-14,C- CO,0,Complete,10/14/2014 12:00:00 AM,11/23/2012,11/23/2012,01/07/2013,2013-02-22,03/05/2013,10/14/2014,69-07,49TH AVENUE,69-07 49TH AVENUE,4437393,4024340001,Queens,69-05,49 AVENUE,69-05 49 AVENUE,4437393,4024340001,4,402,QN50,489,24,30,,,false,,BBL geosupport,,40.7378781228261,-73.8954192207876,0101000020E6100000845F6B8C4E7952C06EFC52CA725E4440
320481304,Alteration,OBTAIN NEW C. OF O. TO CORRECT EXISTING BUILDING USE AND NEW HORIZONTAL CELLAR AND SUB-CELLAR ADDITION,OTHERS,Residential,Assembly: Other,Residential,2,2,2047,2047,2,0,-2,0,,,,,,In progress,03/25/2013 12:00:00 AM,05/22/2012,05/22/2012,03/25/2013,,,,3210,KINGS HIGHWAY,3210 KINGS HIGHWAY,3254483,3076680003,Brooklyn,3210,KINGS HIGHWAY,3210 KINGS HIGHWAY,3254483,3076680003,3,318,BK58,746,22,45,,,true,,BBL geosupport,,40.6176451714764,-73.9427722460215,0101000020E61000004A0F6761567C52C002033AFF0E4F4440
420903856,Alteration,"TO FILE AN ALTERATION TYPE 1 APPLICATION IN ADDITION TO THE ALTERATION TYPE II APPLICATION (#420808433), FOR  THE PURPOSE OF AMENDING THE EXISTING CERTIFICATE OF OCCUPANCY. FOR ALL PREVIOUS WORK COMPLETED AND THE UPGRADED/CHANGE OF EGRESS FROM THE MEZZANINE & NEW VESTIBULE",OTHERS,Assembly: Other,Eating & Drinking,Other,1,1,5523,5606,,,,,,2014-10-31,2014-10-31,T- TCO,0,Complete,08/12/2014 12:00:00 AM,10/02/2013,10/02/2013,04/17/2014,2014-08-12,08/12/2014,,406,BAYSIDE,406 BAYSIDE,4533655,4163500300,Queens,406,BAYSIDE,406 BAYSIDE,4533655,4163500300,4,414,QN10,91601,27,32,,,false,,BBL geosupport,,40.5616566609373,-73.9181831484661,0101000020E61000009A994083C37A52C034278F5DE4474440
320008870,Alteration,PROPOSED CHANGE TO CERTIFICATE OF OCCUPANCY IN ORDER TO CHANGE USE AND INCREASE THE NUMBER OF PERSONS. WITH NO WORK TO BE DONE,OTHERS,Assembly: Other,Eating & Drinking,Other,1,1,8000,8000,,,,,,2010-05-18,2010-05-18,C- CO,0,Complete,05/18/2010 12:00:00 AM,04/23/2009,04/23/2009,08/05/2009,2009-10-15,10/15/2009,05/18/2010,823,65 ST,823 65 ST,3141913,3057420066,Brooklyn,823,65 STREET,823 65 STREET,3141913,3057420066,3,310,BK34,120,20,38,,,false,,BBL geosupport,,40.6323960758954,-74.0115850394141,0101000020E6100000045A2DCFBD8052C0790BC85AF2504440
421331650,Alteration,FILING TO CHANGE OF USE FROM BILLIARD (UG8) TO BANK USE (UG6) OF EXISTING COMMERCIAL SPACE WITH NEW STOREFRONT. INTERIOR RENOVATION & MEP WORKS FILED UNDER SEPARATE APPLICATIONS. NO EGRESS OR BULK CHANGE UNDER THIS APPLICATION.,OTHERS,Assembly: Other,Eating & Drinking,Other,1,1,4845,4845,,,,,,2017-12-13,2017-12-13,T- TCO,0,Complete,10/24/2016 12:00:00 AM,08/04/2016,08/04/2016,08/10/2016,2016-09-09,09/09/2016,,164-25,NORTHERN BLVD,164-25 NORTHERN BLVD,4120509,4053390001,Queens,164-25,NORTHERN BOULEVARD,164-25 NORTHERN BOULEVARD,4120509,4053390001,4,407,QN51,1171,25,19,,,false,,BBL geosupport,,40.7605938360886,-73.8013438091129,0101000020E61000007E3F8B37497352C015C589235B614440
220193127,Alteration,MCGINLEY CENTER - HEREWITH FILING FOR THE MODIFICATION OF INTERIOR PARTITIONS FOR NEW FITNESS CENTER AS INDICATED ON THE ATTACHED PLANS.,OTHERS,Assembly: Other,Eating & Drinking,Other,3,3,2549701,2549701,,,,,,2013-02-25,2018-12-04,T- TCO,0,Complete,12/31/2013 12:00:00 AM,06/26/2012,06/26/2012,07/25/2012,2012-07-26,08/21/2012,,457,EAST FORDHAM ROAD,457 EAST FORDHAM ROAD,2102037,2032730001,Bronx,457,EAST FORDHAM ROAD,457 EAST FORDHAM ROAD,2102037,2032730001,2,206,BX06,397,10,15,,,false,,BBL geosupport,,40.8616245993535,-73.8853320340043,0101000020E61000009109B147A97852C085D301B7496E4440
121033381,Demolition,DEMOLITION OF EXISTING 1 STORY DETACHED BUILDING.,OTHERS,Assembly: Other,Empty Lot,Other,1,0,0,0,,0,,,,,,,,Complete (demolition),06/11/2012 12:00:00 AM,04/03/2012,04/03/2012,04/03/2012,2012-05-02,05/04/2012,06/11/2012,146,GOVERNORS ISLAND,146 GOVERNORS ISLAND,1088357,1000010010,Manhattan,146,GOVERNORS ISLAND,146 GOVERNORS ISLAND,1088357,1000010010,1,101,MN99,5,02,01,,,false,,BBL geosupport,,40.6887992144258,-74.0186713005974,0101000020E6100000245C1CE9318152C016BC99922A584440
320759988,Alteration,CHANGE THE USE OF EXISTING CELLAR FROM ORDINARY TO NON-COMMERCIAL CLUB USE(UG:4). NO INCREASE IN BULK OR HEIGHT OF BUILDING. OBTAIN AMENDED C OF O FOR CELLAR.,OTHERS,Residential,Assembly: Other,Residential,4,4,8648,8648,16,16,0,0,0,2016-09-12,2016-09-12,C- CO,16,Complete,09/12/2016 12:00:00 AM,04/11/2014,04/11/2014,04/28/2014,2014-08-07,09/12/2014,09/12/2016,723,60 STREET,723 60 STREET,3016445,3008660071,Brooklyn,723,60 STREET,723 60 STREET,3016445,3008660071,3,307,BK34,104,20,38,,,false,,BBL geosupport,,40.6366056470131,-74.0108856651356,0101000020E61000002AF0C959B28052C0682F394B7C514440
421615130,Alteration,SUBSEQUENT FILING FOR PLUMBING WORK,OTHERS,Educational,Assembly: Other,Other,2,2,3934,3934,,,,,,2018-08-27,2018-08-27,T- TCO,0,Complete,06/19/2018 12:00:00 AM,03/26/2018,03/26/2018,06/11/2018,2018-06-13,06/19/2018,,103-44,121 STREET,103-44 121 STREET,4203767,4095580028,Queens,103-44,121 STREET,103-44 121 STREET,4203767,4095580028,4,410,QN55,15802,27,28,,,false,,BBL geosupport,,40.6872934251551,-73.8226870441078,0101000020E61000004A528FE7A67452C001E61F3BF9574440
320043038,Alteration,"HORIZONTAL ENLARGEMENT TO EXISTING SECOND FLOOR OF EXISTING THREE STORY BRICK BUILDING. CHANGE OCCUPANCY OF EXISTING SECOND AND THIRD FLOOR FROM RESIDENTIAL TO COMMUNITY FACILITY (PHILANTHROPIC INSTITUTION )UG:4, OG,PLUMBING & PARTITION WORK AS PER PLAN.",OTHERS,Commercial,Assembly: Other,Other,3,3,3943,4586,2,,,,,,,,,Permit issued,06/01/2010 12:00:00 AM,07/01/2009,07/01/2009,01/13/2010,2010-06-01,,,4311,14TH AVE,4311 14TH AVE,3136238,3056060005,Brooklyn,4311,14 AVENUE,4311 14 AVENUE,3136238,3056060005,3,312,BK88,232,20,44,,true,true,,BBL geosupport,,40.6366028636166,-73.9864825517558,0101000020E61000006977B687227F52C0F4E2DF337C514440
321144935,Alteration,"EXISTING 1 STORY SPRINKLED BUILDING, PROPOSED TO CONVERT EXISTING DRINKING AND EATING ESTABLISHMENT USE GROUP 6A TO NONE COMMERCIAL CLUB USE GROUP 6E. MINOR PARTITION AND PLUMBING WORK AS PER PLAN. NO CHANGE IN BULK OR EGRESS.",OTHERS,"Industrial, Storage & Utilities",Assembly: Other,Other,1,1,8000,8000,0,0,0,0,,,,,,Permit issued,10/06/2016 12:00:00 AM,08/26/2015,08/26/2015,01/07/2016,2016-10-06,10/06/2016,,823,65 STREET,823 65 STREET,3141913,3057420066,Brooklyn,823,65 STREET,823 65 STREET,3141913,3057420066,3,310,BK34,120,20,38,,,false,,BBL geosupport,,40.6323960758954,-74.0115850394141,0101000020E6100000045A2DCFBD8052C0790BC85AF2504440
421305652,Alteration,"CHANGE PARTIAL CELLAR BILLIARD PARLOR ( UG8A, F-3) TO EATING OR DRINKING ESTABLISHMENT (UG6A, A-2), 2ND FLOOR CHANGE USE TO RETAIL, STORES, (USGA, M) O BTAIN C OF O. NO WORK TO BE DONE CELLAR CONSTRUCTION WORK. UNDER 420511716 & 4 21075918; 2ND FL CONSTRUCTION WORK UNDER 421248242 & 210015843 CELLAR PA APPLI CATION UNDER 421077426",OTHERS,Assembly: Other,Eating & Drinking,Other,2,2,10638,10638,0,0,0,0,0,2017-11-09,2017-11-09,C- CO,0,Complete,11/09/2017 12:00:00 AM,07/05/2016,07/05/2016,08/30/2016,2016-09-23,09/23/2016,11/09/2017,41-02,COLLEGE POINT BLVD,41-02 COLLEGE POINT BLVD,4441757,4050630007,Queens,41-02,COLLEGE POINT BOULEVARD,41-02 COLLEGE POINT BOULEVARD,4441757,4050630007,4,407,QN22,849,25,20,,,false,,BBL geosupport,,40.7559181055789,-73.8338716082516,0101000020E61000003AA005275E7552C031F5AAECC1604440
122282886,Alteration,CHANGE OF USE INCLUDING INTERIOR RENOVATION OF 2ND FLOOR AS SHOWN ON PLANS. MECHANICAL AND PLUMBING BEING FILED SEPARATELY UNDER APPLICATION #122227349.,OTHERS,Commercial,Assembly: Other,Other,25,25,183747,183747,,,,,,2015-08-27,2018-02-07,T- TCO,0,Complete,05/27/2016 12:00:00 AM,02/27/2015,02/27/2015,04/13/2015,2015-05-18,05/18/2015,,1384,BROADWAY,1384 BROADWAY,1015261,1008130050,Manhattan,1384,BROADWAY,1384 BROADWAY,1015261,1008130050,1,105,MN17,109,02,04,,,false,,BBL geosupport,,40.7525706393665,-73.9870270530678,0101000020E6100000614C84732B7F52C02001163C54604440
420006950,New Building,A NEW THREE (3) STORY COMMUNITY FACILITY BUILDING.,OTHERS,Empty Lot,Assembly: Other,Other,0,3,0,9128,0,,,,,2012-06-14,2012-07-03,C- CO,0,Complete,07/03/2012 12:00:00 AM,04/20/2009,04/20/2009,08/27/2009,2010-06-18,06/30/2010,07/03/2012,147-32,ROOSEVELT AVE,147-32 ROOSEVELT AVE,4113960,4050270042,Queens,147-32,ROOSEVELT AVENUE,147-32 ROOSEVELT AVENUE,4113960,4050270042,4,407,QN51,1163,25,20,,,false,,BBL geosupport,,40.7626004007618,-73.8172769188326,0101000020E6100000598AD9434E7452C01D98D2E39C614440
421077337,Alteration,LEGALIZING PARKING LOT FOR HINDU TEMPLE SOCIETY. NON PROFIT ORGANIZATION. (2)13' WIDE CURB CUT AND INSTALLATION OF (2) DRYWELLS.,OTHERS,Assembly: Other,Medical and other custodial institutions,Other,1,1,10000,10000,,,,,,,,,,Permit issued,01/16/2019 12:00:00 AM,04/24/2015,04/24/2015,10/13/2016,2018-01-12,07/05/2018,,45-58,BURLING STREET,45-58 BURLING STREET,4821907,4052040027,Queens,45-58,BURLING STREET,45-58 BURLING STREET,4000000,4052040027,4,407,QN52,1201,25,20,,,false,,BBL geosupport,,40.7532347524434,-73.8159563847984,0101000020E6100000FAEA20A1387452C03DFA11FF69604440
220135093,Alteration,NEW RESTURANT WITH INCREASED OCCUPANCY. OBTAIN NEW CERTIFICATE OF OCCUPANCY.,OTHERS,Assembly: Other,Eating & Drinking,Other,1,1,19308,19308,0,0,0,0,,,,,,Permit issued,05/04/2012 12:00:00 AM,08/11/2011,08/11/2011,08/12/2011,2011-08-18,08/29/2011,,3526,JOHNSON AVENUE,3526 JOHNSON AVENUE,2084151,2057930457,Bronx,3520,JOHNSON AVENUE,3520 JOHNSON AVENUE,2084151,2057930457,2,208,BX29,295,10,11,,,true,,BBL geosupport,,40.8862306069365,-73.9094551644409,0101000020E6100000ED1C6F83347A52C0DBC0280170714440
320019966,Alteration,APPLICATION IS FILED FOR NEW CERTIFICATE OF OCCUPANCY AND MINOR RENOVATION THAT INCLUDES NEW PASSENGER ELEVATOR SHAFT OF EXISTING (1) ONE-STORY BUILDING AND CELLAR.,OTHERS,Assembly: Other,Assembly: Other,Other,1,1,18853,18853,,,,,,,,,,Permit issued,04/01/2010 12:00:00 AM,05/08/2009,05/08/2009,08/05/2009,2010-04-01,04/01/2010,,857,HENDRIX STREET,857 HENDRIX STREET,3097692,3043540024,Brooklyn,857,HENDRIX STREET,857 HENDRIX STREET,3097692,3043540024,3,305,BK82,1104,19,42,,,true,,BBL geosupport,,40.6601006341025,-73.8838473282731,0101000020E6100000C56562F4907852C0FCC4752D7E544440
420363724,Alteration,APPLICATION IS FILED TO CONVERT EXIST COMMERCIAL BUILDING INTO A CHURCH AND SCHOOL.THIS APPLICATION HAS BEEN FILED AND APPROVED AND WORK COMPLETED AND SIGNED-OFF UNDER ALT 444/86.THIS APPLICATION IS SUBMITTED IN ORDER TO OBTAIN APPROVAL FOR THE SAME WORK UNDER A NEW BIS JOB NUMBER AND TO OBTAIN A NEW C OF O ONLY.NO WORK UNDER THIS APPLICATION.,OTHERS,Commercial,Assembly: Other,Other,1,1,10958,10958,,,,,,,,,,Permit issued,08/25/2011 12:00:00 AM,06/03/2011,07/05/2011,07/05/2011,2011-08-25,08/25/2011,,205-14,HOLLIS AVENUE,205-14 HOLLIS AVENUE,4234341,4109450301,Queens,205-12,HOLLIS AVENUE,205-12 HOLLIS AVENUE,4234341,4109450301,4,412,QN07,510,29,27,,,true,,BBL geosupport,,40.7068237221175,-73.7523178304278,0101000020E6100000A878AFF9257052C00E442133795A4440
520086843,Alteration,"FILED TO OBTAIN FINAL CERTIFICATE OF OCCUPANCY AND REPLACE ALTERATION TYPE 1 APPLICATION 12/65. REFER TO RECONSIDERATION # 16588 APPROVED MY BOROUGH COMMISSIONER MARSHALL KAMINER, ON 4/5/2011. REPLACE EXISTING EGRESS DOOR WITH LARGER DOORS AS INDICATED TO ACCOMMODATE OCCUPANT LOAD.",OTHERS,Public,Assembly: Other,Other,1,1,20387,20387,,,,,,2013-01-03,2013-10-18,C- CO,0,Complete,10/18/2013 12:00:00 AM,01/04/2012,01/05/2012,03/16/2012,2012-06-27,06/27/2012,10/18/2013,1632,VICTORY BOULEVARD,1632 VICTORY BOULEVARD,5106921,5006950039,Staten Island,1608,VICTORY BOULEVARD,1608 VICTORY BOULEVARD,5106921,5006950039,5,501,SI07,16901,31,49,,,false,,BBL geosupport,,40.6128812386575,-74.1176147627494,0101000020E610000042E21100878752C0D62E76E4724E4440
