job_number,job_type,job_description,bldg_type,occ_init,occ_prop,occ_category,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_complete,units_incomplete,co_earliest_effectivedate,co_latest_effectivedate,co_latest_certtype,co_latest_units,status,status_date,status_a,status_d,status_p,status_q,status_r,status_x,address_house,address_street,address,bin,bbl,boro,geo_address_house,geo_address_street,geo_address,geo_bin,geo_bbl,geo_boro,geo_cd,geo_ntacode2010,geo_censusblock2010,geo_csd,geo_council,x_dcpedited,x_mixeduse,x_inactive,x_outlier,x_geomsource,x_reason,latitude,longitude,geom,row_number
121185190,Alteration,VERTICAL EXTENSION AND CONVERSION OF EXISTING 4 STORY BUILDING INTO A 7 STORY MIXED USE BUILDING.,OTHERS,Commercial,Residential: Multi-Family,Residential,4,7,16872,26747,0,7,7,7,0,2018-03-14,2018-10-25,T- TCO,7,Complete,08/02/2018 12:00:00 AM,03/21/2014,03/25/2014,03/04/2015,2015-06-02,06/03/2016,,154,ELIZABETH STREET,154 ELIZABETH STREET,1090480,1004780007,Manhattan,152,ELIZABETH STREET,152 ELIZABETH STREET,1090480,1004787503,1,102,MN24,41,02,01,,true,false,,BBL geosupport,,40.7203893521992,-73.9947905176811,0101000020E6100000ECF3D8A5AA7F52C0890AE2B7355C4440,2
122644353,Alteration,EXTEND HOTEL USE TO EXISTING 6TH AND 7TH FLOORS.,OTHERS,Hotel or Dormitory,Hotel or Dormitory,Other,7,7,13164,13164,44,50,6,6,0,2016-10-28,2016-10-28,C- CO,50,Complete,10/28/2016 12:00:00 AM,01/20/2016,01/22/2016,03/17/2016,2016-04-15,04/20/2016,10/28/2016,154,MADISON STREET,154 MADISON STREET,1089446,1002740024,Manhattan,154,MADISON STREET,154 MADISON STREET,1089446,1002740024,1,103,MN27,8,02,01,,,false,,BBL geosupport,,40.7122296868938,-73.9926898931061,0101000020E6100000787D303B887F52C08139A6572A5B4440,2
420556053,New Building,"PROPOSED THREE STORY WITH BASEMENT AND CELLAR TWO FAMILY DWELLING TO BE IN A BED OF A MAP STREET AND OBTAIN BSA APPROVAL; PROPPOSED 7.5' CURB CUT INCLUDING (1) 1.5' SPLAY, 418.57 FEET FROM A CORNER FORMED BY INTERSECTION WITH CROSS ISLAND PKWY AND CLINTONVILLE STREET. JOB FILED IN CONJUCTION WITH LOT# 19,21,22,23,24,25",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,21838,0,2,2,0,,,,,,In progress (last plan disapproved),01/11/2013 12:00:00 AM,04/13/2012,04/13/2012,,,,,15-58,CLINTONVILLE STREET,15-58 CLINTONVILLE STREET,4541425,4046990020,Queens,15-58,CLINTONVILLE STREET,15-58 CLINTONVILLE STREET,4000000,4046990019,4,407,QN49,1029,25,19,,,true,,BBL geosupport,,40.7852976696809,-73.8098618993664,0101000020E6100000870301C7D47352C0C97350A284644440,2
420274900,Alteration,"COVERT EXISTING BASEMENT TO DWELLING USE, CHANGE EXISTING 1 FAMILY TO 2 FAMILY USE. NO CHANGE TO EGRESS OR STRUCTURAL STABILITY. INSTALLATION HOT WATER HEAT ER, STOVE, GAS METER AND RELATED GAS PIPING IN BASEMENT. INTSALLING BATH TUB, SINK, AND TOILET IN BASEMENT. INSTALLING REQUIRED PARTITION WALLS IN BASEMENT",1-2-3 FAMILY,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,1,1,1864,1864,1,2,1,0,,,,,,In progress (last plan disapproved),12/21/2010 12:00:00 AM,10/13/2010,12/09/2010,,,,,156-11,65 AVENUE,156-11 65 AVENUE,4146724,4067480089,Queens,156-11,65 AVENUE,156-11 65 AVENUE,4146724,4067480089,4,408,QN38,122702,25,24,,,true,,BBL geosupport,,40.7372615986727,-73.8118743035612,0101000020E61000008290A3BFF57352C0B3728B965E5E4440,2
420555615,New Building,"PROPOSED TWO STORY AND CELLAR TWO FAMILY DWELLING TO BE IN A BED OF A MAP STREET AND OBTAIN BSA APPROVAL; PROPPOSED 7.5' CURB CUT INCLUDING (1) 2.5' SPLAY, 426.07 FEET FROM A CORNER FORMED BY INTERSECTION WITH CROSS ISLAND PKWY AND CLINTONVILLE STREET. JOB FILED IN CONJUCTION WITH LOT# 19,20,22,23,24,25",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,21838,0,2,2,0,,,,,,In progress (last plan disapproved),06/21/2012 12:00:00 AM,04/13/2012,04/13/2012,,,,,15-62,CLINTONVILLE STREET,15-62 CLINTONVILLE STREET,4541426,4046990021,Queens,15-62,CLINTONVILLE STREET,15-62 CLINTONVILLE STREET,4000000,4046990021,4,407,QN49,1029,25,19,,,true,,BBL geosupport,,40.7851259656931,-73.8099218554288,0101000020E610000076587AC2D57352C038F2F4017F644440,2
320516045,Alteration,SEE SECTION 24,OTHERS,Commercial,Residential: Multi-Family,Residential,3,3,7094,7094,0,8,8,8,0,2015-07-15,2015-07-27,C- CO,8,Complete,07/27/2015 12:00:00 AM,03/07/2013,03/11/2013,05/23/2013,2013-10-01,10/29/2013,07/27/2015,156,BROADWAY,156 BROADWAY,3059531,3021320015,Brooklyn,156,BROADWAY,156 BROADWAY,3059531,3021327506,3,301,BK73,549,14,34,,,false,,BBL geosupport,,40.7099486759586,-73.9631512328791,0101000020E610000056941145A47D52C0578A2499DF5A4440,2
321197824,New Building,4 STORY NEW BUILDING WITH PEN.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,5549,0,8,8,0,,,,,,Withdrawn,04/22/2016 12:00:00 AM,02/05/2016,02/06/2016,,,,,156,DEVOE STREET,156 DEVOE STREET,3069050,3027700022,Brooklyn,156,DEVOE STREET,156 DEVOE STREET,3069050,3027700022,3,301,BK90,495,14,34,,,false,,BBL geosupport,,40.7135028637838,-73.9447834469587,0101000020E61000005A9FFD54777C52C0DBC6D40F545B4440,2
320623777,Alteration,HEREWITH FILING ALT 1 NO WORK APPLICATION TO ESTABLISH THE USED AND OCCUPANCY OF THE CELLAR AND 1ST FLOOR AND PART OF THE 2ND FLOOR ONLY.,OTHERS,Commercial,Residential: Multi-Family,Residential,2,2,94341,94341,0,23,23,24,0,2016-12-22,2017-05-09,T- TCO,24,Complete,08/04/2017 12:00:00 AM,03/05/2015,03/06/2015,06/05/2015,2016-08-05,08/05/2016,,156,NORTH 4TH STREET,156 NORTH 4TH STREET,3062371,3023520009,Brooklyn,156,NORTH 4 STREET,156 NORTH 4 STREET,3062371,3023520009,3,301,BK73,553,14,34,,,false,,BBL geosupport,,40.7155881966407,-73.9593543360842,0101000020E61000007BB0BA0F667D52C0DFFCDE64985B4440,2
321189726,Alteration,PROPOSE VERTICAL EXTENSION ON 4TH FLOOR OF AN EXISTING MIX USE BUILDING. INTERIOR RENOVATION; REMOVE PARTITION WALL & NEW FINISHES; PLUMBING WORKS; CONVERT (2)FAMILY TO (3)FAMILY DWELLING UNITS. OBTAIN NEW CERTIFICATE OF OCCUPANCY.,OTHERS,Commercial,Garage/Miscellaneous,Other,3,4,3761,4583,2,3,1,0,,,,,,In progress (last plan disapproved),03/29/2017 12:00:00 AM,12/22/2016,01/13/2017,,,,,157,FRANKLIN STREET,157 FRANKLIN STREET,3064388,3025390016,Brooklyn,157,FRANKLIN STREET,157 FRANKLIN STREET,3064388,3025390016,3,301,BK76,565,14,33,,true,false,,BBL geosupport,,40.731797090497,-73.9582107457995,0101000020E61000009EF82953537D52C00D7FED86AB5D4440,2
123243267,New Building,APPLICATION FILED TO CONSTRUCT NEW 18 STORY HOTEL,OTHERS,Empty Lot,Hotel or Dormitory,Other,0,18,0,20137,0,77,77,0,,,,,,In progress,06/12/2018 12:00:00 AM,11/15/2017,11/15/2017,,,,,157,WEST 24TH STREET,157 WEST 24TH STREET,1014972,1008000009,Manhattan,157,WEST 24 STREET,157 WEST 24 STREET,1014972,1008000009,1,104,MN13,91,02,03,,,false,,BBL geosupport,,40.7447095975019,-73.9944523624602,0101000020E6100000918C851BA57F52C0DF24E3A4525F4440,2
421183695,New Building,NEW BUILDING (2 FAMILY),1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2651,0,2,2,2,0,2017-12-15,2017-12-15,T- TCO,2,Complete,03/16/2017 12:00:00 AM,09/10/2015,09/10/2015,09/15/2016,2017-02-13,03/16/2017,,159-11,137 AVENUE,159-11 137 AVENUE,4266568,4122980038,Queens,159-11,137 AVENUE,159-11 137 AVENUE,4266568,4122980038,4,412,QN02,294,27,28,,,false,,BBL geosupport,,40.6710839345606,-73.7767056533551,0101000020E6100000D0F1A08BB57152C08DE70F14E6554440,2
421536635,New Building,"APPLICATION FILED FOR THE CONSTRUCTION OF NEW 1 FAMILY, 2 STORY DWELLING. ALL WORK AS PER PLANS SUBMITTED HEREWITH.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2457,0,1,1,0,,,,,,Permit issued,07/24/2018 12:00:00 AM,08/03/2017,08/03/2017,05/10/2018,2018-05-15,07/24/2018,,159-27,83 STREET,159-27 83 STREET,4293212,4140040109,Queens,159-27,83 STREET,159-27 83 STREET,4293212,4140040109,4,410,QN57,892,27,32,,,false,,BBL geosupport,,40.6571348602348,-73.8487576097401,0101000020E61000002A04700B527652C08BE2BEFE1C544440,2
420658041,New Building,BUILD IT BACK APP-024747 RECONSTRUCTION OF A DETACHED (1) FAMILY DWELLING UNIT.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1328,0,1,1,0,,,,,,Withdrawn,08/25/2016 12:00:00 AM,08/22/2016,08/22/2016,,,,,159-39,101 STREET,159-39 101 STREET,4295471,4141810041,Queens,159-39,101 STREET,159-39 101 STREET,4295471,4141810041,4,410,QN57,884,27,32,,,false,,BBL geosupport,,40.6590636284654,-73.8318536634956,0101000020E61000005CF125173D7552C0001F6D325C544440,2
320911233,New Building,PROPOSED 26 STORY MIXED USE DEVELOPMENT AS PER PLANS,OTHERS,Empty Lot,Hotel or Dormitory,Other,0,26,0,92733,0,256,256,0,,,,,,Permit issued,01/14/2019 12:00:00 AM,02/21/2018,02/22/2018,,2018-10-16,,,159,BROADWAY,159 BROADWAY,3063559,3024570034,Brooklyn,159,BROADWAY,159 BROADWAY,3063559,3024570034,3,301,BK73,549,14,34,,true,false,,BBL geosupport,,40.7103721261588,-73.9628909633237,0101000020E6100000B6456B01A07D52C0CCEB4C79ED5A4440,2
420659861,New Building,NYC BIB APP-004485. NEW 2 STORY MODULAR DETACHED SINGLE FAMILY HOME (BY OTHERS) ON PODIUM FOUNDATION W/ HELICAL PILES.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1189,0,1,1,1,0,2018-11-09,2018-11-09,T- TCO,1,Complete,09/19/2018 12:00:00 AM,07/06/2017,07/06/2017,12/08/2017,2017-12-26,06/14/2018,,15,EAST 6TH ROAD,15 EAST 6TH ROAD,4297270,4154000027,Queens,15,EAST 6 ROAD,15 EAST 6 ROAD,4297270,4154000027,4,414,QN10,107201,27,32,,,false,,BBL geosupport,,40.6094741610084,-73.8181549305322,0101000020E61000009D6C7FA65C7452C0E5A4D23F034E4440,2
520148037,New Building,"THREE STORY, ONE FAMILY RESIDENCE WITH ATTACHED ONE CAR GARAGE AND ONE EXTERIOR PARKING PAD.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,2564,0,1,1,0,,,,,,Withdrawn,07/30/2013 12:00:00 AM,07/30/2013,,,,,,15,ELVIRA COURT,15 ELVIRA COURT,5163219,5009510004,Staten Island,15,ELVIRA COURT,15 ELVIRA COURT,5163219,5009510004,5,502,SI24,181,31,50,,,true,,BBL geosupport,,40.5784988538255,-74.1236192969818,0101000020E61000003E6CE960E98752C021FA1C400C4A4440,2
420601691,New Building,"APPLICATION FILED FOR NEW 1-STORY, 1-FAMILY DWELLING.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,1,0,1075,0,1,1,0,,,,,,Withdrawn,08/06/2012 12:00:00 AM,08/03/2012,08/03/2012,,,,,15,ESSEX WALK,15 ESSEX WALK,4467126,4163500400,Queens,15,ESSEX WALK,15 ESSEX WALK,4467126,4163500400,4,414,QN10,91601,27,32,,,true,,BBL geosupport,,40.5568821107366,-73.9207298968144,0101000020E61000001BD1163DED7A52C0A9ABBAE947474440,2
321193169,New Building,"NEW 4 STORY, 6-FAMILY RESIDENTIAL BUILDING.",OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,3991,0,6,6,0,,,,,,In progress,12/19/2018 12:00:00 AM,05/11/2017,05/13/2017,12/19/2018,,,,15,JEFFERSON ST,15 JEFFERSON ST,3072021,3031600046,Brooklyn,15,JEFFERSON STREET,15 JEFFERSON STREET,3072021,3031600046,3,304,BK78,389,14,34,,,false,,BBL geosupport,,40.6974732019662,-73.9350518094148,0101000020E610000021608BE3D77B52C0052448CD46594440,2
321193007,New Building,PROPOSED 4 STORY RESIDENTIAL NEW BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,5188,0,7,7,0,,,,,,In progress,08/07/2018 12:00:00 AM,05/02/2017,05/03/2017,08/07/2018,,,,15,SOMERS STREET,15 SOMERS STREET,3424753,3015380061,Brooklyn,15,SOMERS STREET,15 SOMERS STREET,3000000,3015380061,3,316,BK79,371,23,41,,,false,,BBL geosupport,,40.6787982988887,-73.912873563122,0101000020E61000007ABF3C856C7A52C05727D7DCE2564440,2
122660021,Alteration,PROPOSING 1 CLASS 'A' DWELLING UNIT IN BASEMENT ALL AS PER PLANS SUBMITTED.,OTHERS,Residential,Residential: Multi-Family,Residential,6,6,26009,26746,27,28,1,0,,,,,,Withdrawn,02/05/2016 12:00:00 AM,01/19/2016,01/19/2016,,,,,15,W 110 STREET,15 W 110 STREET,1051396,1015940026,Manhattan,,WEST  110 STREET,,1051396,1015940026,1,110,MN11,186,03,09,,,false,,BBL geosupport,,40.7975727385028,-73.9501475025751,0101000020E6100000EA7B7837CF7C52C07A060EDD16664440,2
121323807,New Building,ERECT 13 STORY NEW BUILDING.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,13,0,33001,0,10,10,0,,,,,,In progress,11/30/2012 12:00:00 AM,06/13/2012,06/14/2012,11/30/2012,,,,15,WEST 96TH STREET,15 WEST 96TH STREET,1090555,1018320023,Manhattan,15,WEST 96 STREET,15 WEST 96 STREET,1090555,1018320023,1,107,MN12,181,03,07,,,true,,BBL geosupport,,40.7923166473251,-73.9655278537189,0101000020E61000005FC65635CB7D52C0352BC4A16A654440,2
320891674,New Building,NEW 4-STORY AND CELLAR 2-FAMILY BUILDING.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,4,0,5281,0,2,2,0,,,,,,Withdrawn,09/22/2014 12:00:00 AM,09/18/2014,09/18/2014,,,,,1602,42 STREET,1602 42 STREET,3426248,3053800008,Brooklyn,1602,42 STREET,1602 42 STREET,3426248,3053807507,3,312,BK88,478,20,44,,,false,,BBL geosupport,,40.6347262755465,-73.9814355684233,0101000020E6100000946021D7CF7E52C026B1E9B53E514440,2
520031581,New Building,CONSTRUCT ONE FAMILY DWELLING,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,5474,0,1,1,0,,,,,,In progress (last plan disapproved),03/31/2010 12:00:00 AM,03/18/2010,03/18/2010,,,,,160,EDINBORO ROAD,160 EDINBORO ROAD,5863457,5022670055,Staten Island,160,EDINBORO ROAD,160 EDINBORO ROAD,5000000,5022670050,5,502,SI24,279,31,50,,,true,,BBL geosupport,,40.5778877308232,-74.1333687273,0101000020E61000000084FC1C898852C09C52A439F8494440,2
421358863,New Building,PROPOSED NEW TWO STORY TWO FAMILY DWELLING FRAME BUILDING WITH CELLAR,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2265,0,2,2,0,,,,,,In progress (last plan disapproved),09/22/2016 12:00:00 AM,08/11/2016,08/11/2016,,,,,161-16,BAISLEY BLVD,161-16 BAISLEY BLVD,4609218,4122690015,Queens,161-16,BAISLEY BOULEVARD,161-16 BAISLEY BOULEVARD,4000000,4122690015,4,412,QN02,294,27,28,,,false,,BBL geosupport,,40.6773534528129,-73.7805349195483,0101000020E61000002636BC48F47152C0FFD49784B3564440,2
421582807,New Building,PROPOSED NEW TWO STORY TWO FAMILY DWELLING FRAME BUILDING WITH CELLAR,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2265,0,2,2,0,,,,,,In progress (last plan disapproved),10/26/2018 12:00:00 AM,12/08/2017,12/08/2017,,,,,161-20,BAISLEY BLVD,161-20 BAISLEY BLVD,4609219,4122690016,Queens,161-20,BAISLEY BOULEVARD,161-20 BAISLEY BOULEVARD,4000000,4122690015,4,412,QN02,294,27,28,,,false,,BBL geosupport,,40.6773534528129,-73.7805349195483,0101000020E61000002636BC48F47152C0FFD49784B3564440,2
420657845,New Building,APP-022220 NEW DWELLING TO BE BUILT ABOVE FLOOD RESISTANT CONSTRUCTION ELEVATION AS PER APPDX G OF NYC BC. EXISTING FOUNDATION SHALL BE DEMOLISHED.NEW CLOSED FOUNDATION. GRADE BEAM AND HELICAL PILE FOUNDATION SYSTEM SHALL BE INSTALLED AS INDICATED ON PLANS.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,1156,0,1,1,0,,,,,,In progress,03/03/2017 12:00:00 AM,08/10/2016,08/10/2016,03/03/2017,,,,162-28,104 STREET,162-28 104 STREET,4296354,4142401329,Queens,162-28,104 STREET,162-28 104 STREET,4296354,4142401329,4,410,QN57,884,27,32,,,false,,BBL geosupport,,40.654487346417,-73.8283795178493,0101000020E6100000AF75862B047552C0DF40CA3DC6534440,2
220160698,Alteration,CHANGE CERTIFICATE OF OCCUPANCY FOR MEETS AND BOUNDS,1-2-3 FAMILY,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,2,2,1816,1816,1,2,1,0,,,,,,Permit issued,09/25/2012 12:00:00 AM,12/19/2011,12/19/2011,09/10/2012,2012-09-25,09/25/2012,,162,ROCHELLE ST.,162 ROCHELLE ST.,2082397,2056370077,Bronx,162,ROCHELLE STREET,162 ROCHELLE STREET,2082397,2056370077,2,210,BX10,516,11,13,,,true,,BBL geosupport,,40.8388794229033,-73.7824989114034,0101000020E610000085685076147252C02054A366606B4440,2
420654740,New Building,"ERECTION OF NEW TWO STORY, TWO FAMILY BUILDING",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2052,0,2,2,0,,,,,,Withdrawn,08/12/2015 12:00:00 AM,08/12/2015,,,,,,163-16,110TH ROAD,163-16 110TH ROAD,4605207,4101920005,Queens,163-16,110 ROAD,163-16 110 ROAD,4605207,4101920005,4,412,QN01,264,28,27,,,false,,BBL geosupport,,40.6924125928727,-73.7874675773069,0101000020E610000065CC68DE657252C005DDD0F9A0584440,2
321023067,Alteration,"NEW CERTIFICATE OF OCCUPANCY FOR CONVERSION FROM ONE TO TWO FAMILY RESIDENCE, ENLARGEMENT TO CELLAR, BASEMENT, FIRST AND SECOND FLOOR AT REAR, INTERIOR RENOVATION AT CEL, BAS 001 002.  TO AN EXISTING ATTACHED BUILDING LOCATED AT 163 HULL STREET BROOKLYN NY 11233",1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,3,3,1620,2610,1,2,1,1,0,2016-12-08,2016-12-08,C- CO,2,Complete,12/08/2016 12:00:00 AM,11/26/2014,11/26/2014,11/05/2015,2015-11-24,12/07/2015,12/08/2016,163,HULL STREET,163 HULL STREET,3041748,3015340064,Brooklyn,163,HULL STREET,163 HULL STREET,3041748,3015340064,3,316,BK79,369,23,37,,,false,,BBL geosupport,,40.679829923847,-73.9103856453116,0101000020E61000001D5727C2437A52C0EAE1BCAA04574440,2
320168625,Alteration,CONVERT EXISTING FACTORY TO BE RESIDENTIAL APARTMENT AND COMMERCIAL USE. OBTAIN NEW C OF O.,OTHERS,Commercial,Educational,Other,2,2,4498,4498,0,3,3,0,,,,,,Withdrawn,06/28/2010 12:00:00 AM,06/04/2010,06/04/2010,,,,,163,WILSON AVENUE,163 WILSON AVENUE,3073557,3032350008,Brooklyn,163,WILSON AVENUE,163 WILSON AVENUE,3073557,3032350008,3,304,BK77,429,32,37,,true,true,,BBL geosupport,,40.7001728821748,-73.9242842490061,0101000020E61000001A6C1F79277B52C0573ED7439F594440,2
420204843,Alteration,CONVERSION OF TWO FAMILY DWELLING TO THREE FAMILY DWELLING,1-2-3 FAMILY,Residential: 1 & 2 Family,Residential: Multi-Family,Residential,3,3,2806,2806,2,3,1,0,,,,,,Withdrawn,07/21/2010 12:00:00 AM,06/22/2010,06/22/2010,,,,,164-40,77 ROAD,164-40 77 ROAD,4150924,4069710038,Queens,164-40,77 ROAD,164-40 77 ROAD,4150924,4069710038,4,408,QN38,1241,25,24,,,true,,BBL geosupport,,40.7236421006254,-73.8025521900503,0101000020E61000005766DC035D7352C0F018EA4DA05C4440,2
420651324,New Building,PROPOSED NEW DETACHED TWO STORY PLUS CELLAR ONE FAMILY HOUSE,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,975,0,1,1,0,,,,,,Withdrawn,03/06/2015 12:00:00 AM,03/28/2014,04/01/2014,,,,,164-43,NADAL PLACE,164-43 NADAL PLACE,4595631,4101930088,Queens,164-43,NADAL PLACE,164-43 NADAL PLACE,4000000,4101930088,4,412,QN01,264,28,27,,,false,,BBL geosupport,,40.6942325447823,-73.7865268708533,0101000020E610000060EFCC74567252C04ED4AD9CDC584440,2
321091965,New Building,"NEW SIX FAMILY 'CLASS A' MULTIPLE DWELLING  BUILDING WITY ZONING LOT MERGER, GENERAL CONSTRUCTION AND FENCE. PLUMBING, MECHANICAL, STRUCTURAL, BOILER AND SPRINKLER FILED AS SUBSEQUENT APPLICATIONS.",OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,6,0,4021,0,5,5,0,,,,,,In progress (last plan disapproved),04/20/2015 12:00:00 AM,03/03/2015,03/03/2015,,,,,164,METROPOLITAN AVENUE,164 METROPOLITAN AVENUE,3821509,3023650008,Brooklyn,164,METROPOLITAN AVENUE,164 METROPOLITAN AVENUE,3000000,3023650008,3,301,BK73,553,14,34,,,false,,BBL geosupport,,40.7156144527306,-73.9616443841967,0101000020E61000006E20E3948B7D52C0F2821F41995B4440,2
120627410,Alteration,ALT TYPE 1 FILED FOR ADMINISTRATIVE PURPOSE ONLY TO CORRECT FINAL C OF O #104647811 ISSUED ON SEPTEMBER OF 2010.,OTHERS,Residential: Multi-Family,Residential: Multi-Family,Residential,15,15,93100,93100,60,61,1,1,0,2011-06-17,2011-06-17,C- CO,61,Complete,06/17/2011 12:00:00 AM,03/09/2011,03/09/2011,03/21/2011,2011-03-22,03/22/2011,06/17/2011,164,WEST 79TH STREET,164 WEST 79TH STREET,1030265,1011500056,Manhattan,160,WEST 79 STREET,160 WEST 79 STREET,1030265,1011500056,1,107,MN12,165,03,06,,,false,,BBL geosupport,,40.7825861438369,-73.9777358709537,0101000020E6100000D0777939937E52C0820A63C82B644440,2
321519647,Alteration,CONVERT EXISTING ONE FAMILY DWELLING TO TWO FAMILY DWELLING.  PLUMBING INSTALLED UNDER ALT 2 # 301387283.  FILING TO SUPERSEDE ALT 1 # 301777904 AND ALT 2 # 301387283.,1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,2,2,1741,1741,1,2,1,0,,,,,,Withdrawn,02/08/2017 12:00:00 AM,02/02/2017,02/02/2017,,,,,165,SUNNYSIDE AVENUE,165 SUNNYSIDE AVENUE,3086242,3038860081,Brooklyn,165,SUNNYSIDE AVENUE,165 SUNNYSIDE AVENUE,3086242,3038860081,3,305,BK83,114202,19,37,,,false,,BBL geosupport,,40.6823530065572,-73.8913534449628,0101000020E6100000B3D251EF0B7952C0C3BEE35757574440,2
220205702,New Building,"13 STORY NEW BUILDING STRUCTURE FOR 71 COMMUNITY FACILITY UNITS WITH LIVING ACCOMODATIONS, COMMERCIAL/RETAIL SPACE ON 1ST FLOOR, AND JOB TRAINING FACILITY ON 2ND AND 3RD FLOORS.",OTHERS,Empty Lot,Assisted Living Institution,Other,0,13,0,80200,0,71,71,0,,,,,,In progress (last plan disapproved),06/05/2012 12:00:00 AM,05/17/2012,05/17/2012,,,,,1665,JEROME AVENUE,1665 JEROME AVENUE,2833073,2028610035,Bronx,1665,JEROME AVENUE,1665 JEROME AVENUE,2000000,2028610035,2,205,BX36,217,09,14,true,,true,,BBL geosupport,change occ_prop,40.8461384498277,-73.9138819155486,0101000020E6100000FAEB920A7D7A52C0F2F2C4434E6C4440,2
320595469,New Building,"APPLICATION FILED FOR NB TO BUILD 2 FAMILY RESIDENCE, 4-STORY WITH A CELLAR.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,4,0,5535,0,2,2,0,,,,,,Withdrawn,03/14/2014 12:00:00 AM,03/14/2014,,,,,,1667,ST MARKS AVENUE,1667 ST MARKS AVENUE,3039122,3014540052,Brooklyn,1667,ST MARKS AVENUE,1667 ST MARKS AVENUE,3039122,3014540052,3,316,BK79,36501,23,41,,,false,,BBL geosupport,,40.6733155240766,-73.9117930257662,0101000020E6100000C29822D15A7A52C028E6FD332F564440,2
321327872,Alteration,CONVERTING ONE FAMILY HOUSE TO FOUR FAMILY HOUSE WITH HORIZONTAL AND VERTICAL ENLARGMENT AS PER PLAN. OBTAINING NEW CERTIFICATION OF OCCUPANCY.,OTHERS,Residential,Residential: Multi-Family,Residential,2,4,1632,4941,1,4,3,0,,,,,,Withdrawn,03/16/2016 12:00:00 AM,03/16/2016,03/16/2016,,,,,1669,70 STREET,1669 70 STREET,3156656,3061590058,Brooklyn,1669,70 STREET,1669 70 STREET,3156656,3061590058,3,311,BK28,262,20,43,,,false,,BBL geosupport,,40.6182833783171,-73.9959783697075,0101000020E6100000B15A0F1CBE7F52C026C4E4E8234F4440,2
320613582,New Building,"THIS APPLICATION IS FILED FOR NB 5-FAMILY, 4-STORY WITH PENTHOUSE AND CELLAR RESIDENCE.",OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,5495,0,5,5,5,0,2016-02-24,2016-02-24,C- CO,5,Complete,02/24/2016 12:00:00 AM,10/19/2013,10/23/2013,05/14/2014,2014-06-18,10/06/2014,02/24/2016,1670,DEAN STREET,1670 DEAN STREET,3398577,3013480014,Brooklyn,1670,DEAN STREET,1670 DEAN STREET,3398577,3013487501,3,308,BK61,309,16,36,,,false,,BBL geosupport,,40.6757007004836,-73.9325338728714,0101000020E610000048998DA2AE7B52C00D3B4D5C7D564440,2
321544511,Alteration,"APPLICATION IS FILED FOR NON STRUCTURAL RENOVATIONS TO BUILDING AND CONVERSION FROM ONE FAMILY DWELLING TO TWO FAMILY DWELLING, AS PER PLANS SUBMITTED HEREWITH. OBTAINING OF NEW CERTIFICATE OF OCCUPANCY.",1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,2,2,2222,2222,1,2,1,0,,,,,,In progress,03/09/2018 12:00:00 AM,03/20/2017,05/22/2017,03/09/2018,,,,1675,EAST 93 STREET,1675 EAST 93 STREET,3235049,3083160030,Brooklyn,1675,EAST 93 STREET,1675 EAST 93 STREET,3235049,3083160030,3,318,BK50,1028,18,46,,,false,,BBL geosupport,,40.6317949201979,-73.8923145678882,0101000020E6100000BDB48FAE1B7952C0BA03ECA7DE504440,2
